asset;date;open;high;low;close;business;volume
WDOFUT;27/12/2021;5670,50;5711,00;5658,50;5661,00;4,533499525E10;797129
WDOFUT;23/12/2021;5665,00;5726,00;5635,50;5671,00;1,525942647E11;2683908
WDOFUT;22/12/2021;5744,50;5752,00;5655,00;5663,50;1,332239056E11;2331187
WDOFUT;21/12/2021;5734,50;5768,00;5722,00;5757,00;1,313357445E11;2284346
WDOFUT;20/12/2021;5724,50;5759,50;5702,00;5757,50;1,381250226E11;2411135
WDOFUT;17/12/2021;5701,50;5731,50;5676,50;5709,00;1,377887468E11;2415187
WDOFUT;16/12/2021;5688,00;5743,50;5677,50;5706,50;1,739634028E11;3049942
WDOFUT;15/12/2021;5700,50;5755,50;5679,50;5703,50;1,927073343E11;3365905
WDOFUT;14/12/2021;5686,50;5720,00;5640,00;5703,00;1,58368775E11;2788524
WDOFUT;13/12/2021;5629,00;5705,00;5624,50;5704,50;1,67420008E11;2954860
WDOFUT;10/12/2021;5585,00;5660,00;5584,00;5638,50;1,633117188E11;2905828
WDOFUT;09/12/2021;5564,00;5625,50;5545,00;5598,50;1,51158845E11;2705031
WDOFUT;08/12/2021;5634,00;5664,50;5554,00;5560,00;1,736986497E11;3099853
WDOFUT;07/12/2021;5697,00;5703,50;5638,50;5651,00;1,723858511E11;3040004
WDOFUT;06/12/2021;5676,00;5734,00;5667,00;5724,00;1,464504545E11;2562001
WDOFUT;03/12/2021;5685,00;5718,50;5633,00;5685,50;1,741057396E11;3063877
WDOFUT;02/12/2021;5700,50;5714,50;5648,00;5679,00;1,73304018E11;3052916
WDOFUT;01/12/2021;5620,00;5733,00;5612,50;5730,00;1,626795194E11;2870271
WDOFUT;30/11/2021;5637,00;5707,00;5615,00;5639,50;1,90451617E11;3365644
WDOFUT;29/11/2021;5635,48;5677,24;5616,36;5639,00;1,519302321E11;2708242
WDOFUT;26/11/2021;5703,91;5705,92;5610,82;5649,57;1,585494691E11;2829896
WDOFUT;25/11/2021;5626,92;5639,00;5587,68;5607,80;1,082836705E11;1941283
WDOFUT;24/11/2021;5618,37;5663,66;5595,22;5648,06;1,583544862E11;2827280
WDOFUT;23/11/2021;5650,57;5705,42;5607,80;5611,83;1,765019084E11;3131191
WDOFUT;22/11/2021;5647,05;5658,62;5607,30;5628,43;1,619975209E11;2894127
WDOFUT;19/11/2021;5624,41;5660,13;5566,04;5659,63;1,674233075E11;3003269
WDOFUT;18/11/2021;5572,08;5625,41;5571,58;5607,30;1,470250497E11;2642746
WDOFUT;17/11/2021;5534,84;5584,66;5513,71;5576,61;1,459455166E11;2645990
WDOFUT;16/11/2021;5495,09;5559,00;5478,99;5552,96;1,679324606E11;3059497
WDOFUT;12/11/2021;5454,34;5519,75;5444,78;5511,70;1,59586715E11;2930658
WDOFUT;11/11/2021;5536,86;5539,37;5440,25;5447,80;1,568331061E11;2884489
WDOFUT;10/11/2021;5559,00;5565,03;5488,55;5545,41;1,961715008E11;3571239
WDOFUT;09/11/2021;5605,79;5606,80;5510,69;5534,34;1,704699192E11;3089359
WDOFUT;08/11/2021;5616,86;5656,61;5594,22;5605,79;1,390134491E11;2488834
WDOFUT;05/11/2021;5659,63;5668,69;5562,52;5600,76;1,637671381E11;2939719
WDOFUT;04/11/2021;5631,96;5690,32;5625,41;5666,67;1,754682442E11;3118253
WDOFUT;03/11/2021;5739,13;5764,29;5608,81;5617,87;2,117365913E11;3733071
WDOFUT;01/11/2021;5694,35;5755,23;5688,31;5750,70;1,302086393E11;2286122
WDOFUT;29/10/2021;5705,92;5731,58;5664,66;5700,89;1,94843502E11;3435992
WDOFUT;28/10/2021;5625,36;5736,23;5621,31;5716,99;2,136233461E11;3805627
WDOFUT;27/10/2021;5642,57;5665,86;5608,66;5609,67;1,967929348E11;3534623
WDOFUT;26/10/2021;5627,39;5681,55;5621,82;5640,55;1,776589543E11;3184567
WDOFUT;25/10/2021;5731,67;5737,75;5612,20;5632,45;1,916858814E11;3425757
WDOFUT;22/10/2021;5761,03;5833,93;5699,27;5728,13;2,543961666E11;4459868
WDOFUT;21/10/2021;5742,30;5770,15;5699,78;5737,75;2,171375447E11;3835940
WDOFUT;20/10/2021;5661,81;5681,55;5598,53;5676,49;2,025695262E11;3637899
WDOFUT;19/10/2021;5624,35;5693,20;5615,74;5665,35;2,390602392E11;4286278
WDOFUT;18/10/2021;5548,41;5623,84;5544,87;5592,96;1,807154046E11;3268948
WDOFUT;15/10/2021;5569,67;5588,91;5515,00;5543,35;1,873542929E11;3420597
WDOFUT;14/10/2021;5555,50;5614,22;5548,92;5596,51;1,747275985E11;3167577
WDOFUT;13/10/2021;5601,57;5658,77;5583,34;5599,54;2,14024032E11;3854733
WDOFUT;11/10/2021;5585,87;5630,93;5577,77;5623,84;1,126516993E11;2035540
WDOFUT;08/10/2021;5587,90;5618,78;5562,59;5598,53;1,757420466E11;3179471
WDOFUT;07/10/2021;5560,06;5616,76;5556,01;5607,64;1,810816548E11;3277311
WDOFUT;06/10/2021;5604,10;5627,39;5564,61;5581,32;1,98345364E11;3588419
WDOFUT;05/10/2021;5518,04;5579,29;5514,49;5569,67;1,638409321E11;2989551
WDOFUT;04/10/2021;5476,02;5550,44;5462,86;5549,42;1,520123342E11;2791725
WDOFUT;01/10/2021;5510,44;5524,11;5443,11;5454,25;1,703267175E11;3148418
WDOFUT;30/09/2021;5499,31;5568,66;5459,82;5535,76;2,224889649E11;4076780
WDOFUT;29/09/2021;5501,83;5539,45;5481,49;5504,37;1,798895334E11;3315710
WDOFUT;28/09/2021;5500,30;5546,57;5482,50;5523,18;1,939446794E11;3576648
WDOFUT;27/09/2021;5416,40;5490,64;5401,66;5487,08;1,8155501E11;3390161
WDOFUT;24/09/2021;5410,30;5450,98;5410,30;5433,69;1,31372319E11;2457778
WDOFUT;23/09/2021;5357,42;5408,77;5352,33;5401,66;1,477327723E11;2788657
WDOFUT;22/09/2021;5351,31;5417,42;5346,74;5388,43;1,644538021E11;3109224
WDOFUT;21/09/2021;5410,81;5436,74;5360,98;5367,08;1,700514967E11;3202373
WDOFUT;20/09/2021;5421,49;5478,95;5406,23;5426,57;1,809620393E11;3385159
WDOFUT;17/09/2021;5355,89;5448,94;5350,81;5387,42;1,938142687E11;3647560
WDOFUT;16/09/2021;5339,11;5381,82;5332,50;5354,37;1,470602668E11;2789691
WDOFUT;15/09/2021;5344,20;5374,20;5315,72;5330,47;1,733248424E11;3291415
WDOFUT;14/09/2021;5339,11;5367,59;5300,97;5352,33;1,652686075E11;3150910
WDOFUT;13/09/2021;5342,16;5346,23;5304,53;5322,33;1,598337865E11;3051998
WDOFUT;10/09/2021;5266,91;5376,74;5261,82;5357,42;1,763458239E11;3365200
WDOFUT;09/09/2021;5412,33;5442,33;5298,94;5315,21;2,416410194E11;4558324
WDOFUT;08/09/2021;5299,96;5442,33;5298,94;5425,55;2,152382776E11;4073282
WDOFUT;06/09/2021;5295,89;5319,28;5260,80;5277,08;8,869019484E10;1705676
WDOFUT;03/09/2021;5280,64;5308,60;5237,41;5305,55;1,676312976E11;3228992
WDOFUT;02/09/2021;5282,16;5308,60;5249,11;5290,30;1,876880622E11;3613807
WDOFUT;01/09/2021;5264,87;5307,58;5250,13;5295,89;1,678667048E11;3238019
WDOFUT;31/08/2021;5295,38;5308,60;5225,21;5259,79;1,71744026E11;3317015
WDOFUT;30/08/2021;5312,23;5340,32;5292,82;5296,91;1,440539584E11;2770032
WDOFUT;27/08/2021;5371,99;5377,10;5300,99;5318,36;1,677587544E11;3212529
WDOFUT;26/08/2021;5340,83;5384,25;5332,15;5380,68;1,524295959E11;2904541
WDOFUT;25/08/2021;5385,27;5388,85;5322,96;5330,62;1,831120237E11;3489560
WDOFUT;24/08/2021;5484,37;5486,92;5364,33;5369,95;1,908230904E11;3600540
WDOFUT;23/08/2021;5487,94;5525,23;5467,00;5503,27;1,769635081E11;3288446
WDOFUT;20/08/2021;5567,63;5601,34;5488,96;5499,69;1,823449685E11;3356935
WDOFUT;19/08/2021;5543,62;5582,44;5503,78;5538,51;2,363387024E11;4356393
WDOFUT;18/08/2021;5409,28;5524,21;5385,27;5516,04;2,234277125E11;4191536
WDOFUT;17/08/2021;5405,71;5428,69;5359,22;5421,54;2,199641647E11;4166055
WDOFUT;16/08/2021;5400,09;5423,58;5353,09;5384,76;1,77774838E11;3373880
WDOFUT;13/08/2021;5368,42;5408,26;5345,43;5375,57;1,784598702E11;3393382
WDOFUT;12/08/2021;5345,94;5388,85;5335,22;5380,68;1,735858595E11;3306718
WDOFUT;11/08/2021;5322,96;5362,29;5289,76;5355,65;1,983312389E11;3800161
WDOFUT;10/08/2021;5365,35;5392,42;5312,74;5317,34;2,160713952E11;4123678
WDOFUT;09/08/2021;5358,20;5429,71;5343,39;5363,31;2,063000811E11;3912031
WDOFUT;06/08/2021;5362,29;5406,73;5334,71;5361,78;1,942034317E11;3694918
WDOFUT;05/08/2021;5253,49;5390,38;5239,19;5382,72;2,216615931E11;4276243
WDOFUT;04/08/2021;5316,32;5378,63;5295,89;5300,48;2,005551202E11;3841114
WDOFUT;03/08/2021;5298,95;5408,26;5294,86;5331,64;2,086887565E11;3974805
WDOFUT;02/08/2021;5322,45;5352,07;5244,81;5302,53;1,788312661E11;3461633
WDOFUT;30/07/2021;5208,54;5362,80;5208,54;5346,96;1,690234315E11;3271713
WDOFUT;29/07/2021;5218,79;5223,40;5171,60;5211,09;1,607223831E11;3169720
WDOFUT;28/07/2021;5307,01;5328,55;5238,28;5252,64;1,940330873E11;3764757
WDOFUT;27/07/2021;5330,09;5342,91;5284,95;5305,47;1,681028631E11;3247191
WDOFUT;26/07/2021;5329,06;5368,55;5287,52;5313,67;1,617282915E11;3116322
WDOFUT;23/07/2021;5336,76;5372,15;5295,72;5339,32;1,594420851E11;3072609
WDOFUT;22/07/2021;5321,88;5364,96;5306,49;5342,91;1,847188147E11;3549098
WDOFUT;21/07/2021;5373,68;5419,85;5320,34;5327,01;2,000604344E11;3816591
WDOFUT;20/07/2021;5382,92;5438,31;5342,91;5363,43;1,95722962E11;3727512
WDOFUT;19/07/2021;5298,29;5400,87;5292,13;5393,69;1,960487307E11;3760131
WDOFUT;16/07/2021;5245,97;5267,51;5213,15;5255,20;1,789231629E11;3502156
WDOFUT;15/07/2021;5224,94;5280,34;5192,63;5255,20;1,853068542E11;3626424
WDOFUT;14/07/2021;5296,24;5300,85;5207,50;5213,15;1,844103736E11;3613359
WDOFUT;13/07/2021;5323,42;5368,55;5291,62;5307,52;1,96264737E11;3782063
WDOFUT;12/07/2021;5402,41;5433,18;5308,55;5316,75;1,833461492E11;3504798
WDOFUT;08/07/2021;5426,51;5464,47;5367,02;5408,05;2,136964249E11;4047772
WDOFUT;07/07/2021;5328,04;5431,64;5317,26;5381,89;2,325025093E11;4433952
WDOFUT;06/07/2021;5223,40;5366,50;5221,35;5347,01;1,994683175E11;3853877
WDOFUT;05/07/2021;5200,84;5246,48;5193,14;5238,28;1,072715985E11;2108215
WDOFUT;02/07/2021;5181,35;5219,81;5130,57;5205,45;1,680544306E11;3329917
WDOFUT;01/07/2021;5107,49;5200,84;5090,05;5192,12;1,797089941E11;3578796
WDOFUT;30/06/2021;5105,44;5170,06;5095,69;5115,69;1,588314801E11;3170453
WDOFUT;29/06/2021;5084,37;5113,68;5062,77;5098,26;1,383411926E11;2797965
WDOFUT;28/06/2021;5092,60;5115,74;5059,68;5069,97;1,49493618E11;3022551
WDOFUT;25/06/2021;5057,11;5119,34;5035,51;5077,68;1,706212764E11;3460364
WDOFUT;24/06/2021;5110,60;5112,66;5040,65;5059,17;1,725898114E11;3502303
WDOFUT;23/06/2021;5108,54;5126,03;5081,80;5112,14;1,92518403E11;3878960
WDOFUT;22/06/2021;5162,54;5194,43;5102,88;5102,88;1,945151799E11;3879123
WDOFUT;21/06/2021;5223,74;5233,00;5161,51;5162,54;1,350302188E11;2676346
WDOFUT;18/06/2021;5156,89;5261,80;5130,66;5241,23;2,14055928E11;4244395
WDOFUT;17/06/2021;5220,14;5228,89;5156,89;5156,89;1,775826396E11;3520795
WDOFUT;16/06/2021;5205,74;5235,06;5144,03;5207,80;2,177034108E11;4316984
WDOFUT;15/06/2021;5218,09;5259,75;5191,86;5195,46;1,693758203E11;3332783
WDOFUT;14/06/2021;5261,29;5267,46;5209,34;5215,00;1,352337862E11;2658309
WDOFUT;11/06/2021;5204,72;5296,26;5204,20;5275,69;1,45684688E11;2845555
WDOFUT;10/06/2021;5217,57;5247,92;5186,71;5211,40;1,704664029E11;3362174
WDOFUT;09/06/2021;5180,03;5242,26;5173,86;5219,63;1,624686474E11;3207857
WDOFUT;08/06/2021;5199,57;5225,29;5176,94;5191,86;1,597776053E11;3161290
WDOFUT;07/06/2021;5196,49;5227,34;5173,86;5212,94;1,63318178E11;3229509
WDOFUT;04/06/2021;5268,49;5270,55;5188,77;5204,72;1,622553485E11;3195649
WDOFUT;02/06/2021;5317,86;5335,86;5225,29;5234,03;2,172988984E11;4239738
WDOFUT;01/06/2021;5362,61;5371,35;5301,40;5312,20;1,676255704E11;3236537
WDOFUT;31/05/2021;5392,95;5427,92;5361,58;5382,15;1,162605622E11;2216540
WDOFUT;28/05/2021;5427,00;5430,10;5377,46;5395,01;1,204815662E11;2303999
WDOFUT;27/05/2021;5477,58;5484,29;5404,81;5406,36;1,881365765E11;3566599
WDOFUT;26/05/2021;5497,70;5515,77;5459,52;5485,32;1,550998621E11;2917204
WDOFUT;25/05/2021;5484,80;5521,96;5467,26;5504,93;1,493743207E11;2808990
WDOFUT;24/05/2021;5537,44;5551,38;5484,80;5491,51;1,300582038E11;2440472
WDOFUT;21/05/2021;5460,03;5548,28;5445,07;5540,02;1,66368652E11;3127684
WDOFUT;20/05/2021;5480,67;5483,25;5444,55;5459,52;1,393988095E11;2633586
WDOFUT;19/05/2021;5462,61;5502,87;5434,23;5488,93;1,798122732E11;3395435
WDOFUT;18/05/2021;5439,39;5457,45;5405,33;5436,29;1,721900491E11;3271549
WDOFUT;17/05/2021;5465,19;5498,22;5421,33;5453,32;1,611428906E11;3047674
WDOFUT;14/05/2021;5465,19;5475,00;5421,33;5449,71;1,58708789E11;3007075
WDOFUT;13/05/2021;5482,22;5512,67;5430,10;5485,32;2,093181856E11;3949919
WDOFUT;12/05/2021;5412,04;5499,25;5387,27;5486,87;2,169865204E11;4124919
WDOFUT;11/05/2021;5416,17;5461,06;5380,04;5399,65;1,860757585E11;3545592
WDOFUT;10/05/2021;5417,20;5431,13;5373,85;5402,23;1,773875831E11;3387709
WDOFUT;07/05/2021;5462,61;5476,03;5381,59;5418,23;1,859218489E11;3543529
WDOFUT;06/05/2021;5530,22;5559,63;5438,36;5460,55;2,094648156E11;3941353
WDOFUT;05/05/2021;5625,69;5632,91;5535,89;5537,96;1,806384797E11;3344435
WDOFUT;04/05/2021;5649,95;5673,17;5598,34;5634,98;1,821038372E11;3336155
WDOFUT;03/05/2021;5602,47;5644,27;5559,63;5628,79;1,824083846E11;3358722
WDOFUT;30/04/2021;5541,57;5636,53;5519,90;5627,75;1,819932658E11;3360342
WDOFUT;29/04/2021;5530,75;5561,24;5504,91;5519,38;1,754862522E11;3273047
WDOFUT;28/04/2021;5636,70;5641,87;5524,55;5526,10;2,13725156E11;3957221
WDOFUT;27/04/2021;5624,30;5653,24;5594,32;5636,70;1,892885711E11;3477617
WDOFUT;26/04/2021;5641,87;5677,02;5618,10;5623,26;1,673138777E11;3065337
WDOFUT;23/04/2021;5615,00;5712,16;5609,83;5662,03;1,796579429E11;3279051
WDOFUT;22/04/2021;5745,24;5750,93;5624,30;5631,53;2,233971922E11;4067590
WDOFUT;20/04/2021;5758,68;5780,39;5692,01;5760,23;1,989520121E11;3590122
WDOFUT;19/04/2021;5763,33;5815,53;5717,85;5735,94;2,001271751E11;3589969
WDOFUT;16/04/2021;5809,33;5873,42;5758,68;5779,87;1,854231308E11;3296260
WDOFUT;15/04/2021;5849,64;5859,46;5790,21;5811,40;1,809957779E11;3216143
WDOFUT;14/04/2021;5900,29;5934,92;5841,89;5852,74;2,061475308E11;3619466
WDOFUT;13/04/2021;5933,89;5957,15;5859,98;5915,80;2,140365175E11;3745827
WDOFUT;12/04/2021;5875,48;5942,67;5827,42;5936,47;1,756463093E11;3088379
WDOFUT;09/04/2021;5793,82;5888,92;5788,66;5888,92;1,639971118E11;2899799
WDOFUT;08/04/2021;5804,16;5814,50;5732,84;5766,43;1,757777613E11;3145805
WDOFUT;07/04/2021;5785,55;5853,78;5743,69;5815,01;1,967778734E11;3510214
WDOFUT;06/04/2021;5866,18;5869,80;5771,08;5788,14;1,681884313E11;2987479
WDOFUT;05/04/2021;5869,80;5884,27;5832,07;5863,08;1,511574536E11;2665972
WDOFUT;01/04/2021;5824,83;5930,27;5805,71;5911,15;1,562847251E11;2745472
WDOFUT;31/03/2021;5967,48;5972,65;5820,18;5831,04;1,967377251E11;3454863
WDOFUT;30/03/2021;5988,69;6009,40;5924,50;5978,34;1,785695488E11;3099376
WDOFUT;29/03/2021;5971,09;6011,99;5940,03;5987,66;1,735191761E11;3004080
WDOFUT;26/03/2021;5854,09;5962,81;5845,29;5960,74;1,73822857E11;3041981
WDOFUT;25/03/2021;5826,65;5884,63;5818,37;5850,98;1,988849024E11;3518616
WDOFUT;24/03/2021;5704,99;5843,74;5686,87;5827,17;2,108037932E11;3792318
WDOFUT;23/03/2021;5738,13;5749,52;5660,47;5723,11;1,993187564E11;3618946
WDOFUT;22/03/2021;5704,99;5745,89;5691,53;5709,14;1,542795799E11;2792616
WDOFUT;19/03/2021;5725,70;5749,52;5644,42;5686,36;1,913281706E11;3477855
WDOFUT;18/03/2021;5702,92;5781,61;5673,93;5761,94;1,9910664E11;3590103
WDOFUT;17/03/2021;5865,48;5887,22;5770,22;5783,68;1,79742622E11;3186900
WDOFUT;16/03/2021;5830,28;5838,56;5758,83;5827,17;1,835039132E11;3279675
WDOFUT;15/03/2021;5756,76;5860,82;5732,43;5819,92;1,957451483E11;3483879
WDOFUT;12/03/2021;5774,88;5784,20;5746,41;5753,14;1,445456771E11;2595323
WDOFUT;11/03/2021;5793,00;5826,13;5727,77;5738,64;1,855422814E11;3324160
WDOFUT;10/03/2021;6006,81;6025,45;5849,43;5879,46;2,314162933E11;4035018
WDOFUT;09/03/2021;6046,67;6088,09;5978,34;6013,54;2,118458344E11;3633496
WDOFUT;08/03/2021;5943,13;6090,68;5912,07;6090,68;2,067567696E11;3592585
WDOFUT;05/03/2021;5884,12;5929,67;5857,71;5898,61;1,66877561E11;2931345
WDOFUT;04/03/2021;5788,86;5891,36;5746,41;5875,83;2,377459064E11;4234743
WDOFUT;03/03/2021;5894,99;5984,03;5784,20;5820,96;2,257629106E11;3943485
WDOFUT;02/03/2021;5873,76;5943,65;5848,40;5887,22;2,111419362E11;3707584
WDOFUT;01/03/2021;5790,93;5849,95;5759,87;5847,36;1,740020132E11;3109610
WDOFUT;26/02/2021;5732,43;5826,65;5692,05;5808,53;1,928587702E11;3471869
WDOFUT;25/02/2021;5633,47;5742,27;5614,82;5736,06;2,426922112E11;4429427
WDOFUT;24/02/2021;5613,78;5641,24;5586,32;5600,83;1,796267597E11;3313465
WDOFUT;23/02/2021;5650,05;5683,21;5604,97;5639,69;2,000188923E11;3672162
WDOFUT;22/02/2021;5709,63;5736,06;5629,84;5665,07;1,994637455E11;3631293
WDOFUT;19/02/2021;5660,41;5670,26;5564,56;5578,03;1,943811417E11;3596534
WDOFUT;18/02/2021;5587,87;5653,16;5583,73;5628,29;1,733542157E11;3194668
WDOFUT;17/02/2021;5625,70;5632,43;5587,36;5610,15;8,650754877E10;1597930
WDOFUT;12/02/2021;5600,83;5611,19;5551,09;5567,67;1,624519825E11;3016168
WDOFUT;11/02/2021;5568,70;5610,15;5529,85;5565,08;1,815880351E11;3379439
WDOFUT;10/02/2021;5578,03;5636,58;5545,91;5586,32;1,950825329E11;3616370
WDOFUT;09/02/2021;5558,34;5647,98;5548,50;5578,03;2,087505591E11;3861567
WDOFUT;08/02/2021;5595,65;5620,52;5500,31;5565,60;2,061969262E11;3840539
WDOFUT;05/02/2021;5608,08;5656,78;5541,24;5569,74;1,892344261E11;3508347
WDOFUT;04/02/2021;5569,74;5657,82;5553,16;5626,73;1,867084384E11;3453247
WDOFUT;03/02/2021;5560,41;5593,06;5516,37;5550,57;1,929952295E11;3602273
WDOFUT;02/02/2021;5596,16;5620,52;5540,21;5566,11;1,853939049E11;3444405
WDOFUT;01/02/2021;5634,51;5687,87;5618,44;5632,43;1,72783455E11;3165635
WDOFUT;29/01/2021;5618,44;5708,60;5617,41;5663,52;1,850540452E11;3380521
WDOFUT;28/01/2021;5630,87;5667,16;5590,43;5643,31;2,100793956E11;3871664
WDOFUT;27/01/2021;5570,21;5620,50;5547,91;5615,31;2,261278728E11;4196543
WDOFUT;26/01/2021;5673,39;5681,68;5510,06;5554,13;2,193190011E11;4071849
WDOFUT;22/01/2021;5604,94;5692,05;5596,13;5671,83;1,672545029E11;3073426
WDOFUT;21/01/2021;5443,17;5601,32;5426,06;5551,02;2,033875713E11;3817467
WDOFUT;20/01/2021;5535,47;5556,21;5479,47;5489,84;1,778637623E11;3347727
WDOFUT;19/01/2021;5465,47;5569,69;5435,91;5560,87;1,884525591E11;3549781
WDOFUT;18/01/2021;5510,06;5521,47;5431,77;5498,13;1,511048473E11;2858924
WDOFUT;15/01/2021;5437,99;5509,02;5419,32;5490,36;1,799952678E11;3414555
WDOFUT;14/01/2021;5492,95;5501,25;5386,14;5391,32;1,935816187E11;3688306
WDOFUT;13/01/2021;5549,47;5556,21;5468,58;5499,17;2,180924382E11;4102363
WDOFUT;12/01/2021;5677,53;5701,38;5512,13;5526,65;2,14863174E11;3959501
WDOFUT;11/01/2021;5658,87;5724,20;5654,72;5692,05;1,939071054E11;3528252
WDOFUT;08/01/2021;5586,80;5645,91;5522,50;5623,09;2,124116707E11;3945023
WDOFUT;07/01/2021;5543,24;5624,13;5499,69;5621,54;2,130556387E11;3971136
WDOFUT;06/01/2021;5467,54;5562,43;5430,73;5518,87;2,346523102E11;4425607
WDOFUT;05/01/2021;5486,21;5556,72;5451,47;5490,88;2,080242824E11;3915982
WDOFUT;04/01/2021;5320,81;5498,65;5311,48;5498,65;1,986758328E11;3816894
WDOFUT;30/12/2020;5380,95;5431,25;5344,14;5394,95;1,210339977E11;2332094
WDOFUT;29/12/2020;5420,88;5440,58;5354,51;5407,40;1,613323783E11;3104727
