datetime,open,high,low,close,business,volume
2016.09.30,3864.892,3886.147,3847.77,3881.424,169766,446807
2016.10.03,3860.759,3869.615,3807.031,3822.972,163042,411755
2016.10.04,3825.924,3881.424,3815.297,3881.424,212018,587389
2016.10.05,3862.53,3868.435,3827.696,3830.648,151820,387689
2016.10.06,3835.961,3856.036,3827.105,3835.961,163125,395197
2016.10.07,3846.589,3850.722,3792.27,3822.972,214813,551894
2016.10.10,3818.249,3827.696,3798.765,3810.573,128456,303155
2016.10.11,3808.212,3830.648,3791.09,3791.09,208309,505622
2016.10.13,3808.212,3819.43,3769.244,3771.015,184601,441849
2016.10.14,3766.292,3804.669,3754.483,3796.994,208404,504576
2016.10.17,3792.861,3812.935,3780.462,3794.042,140013,325595
2016.10.18,3783.414,3784.595,3760.978,3773.377,143262,353726
2016.10.19,3772.787,3786.957,3747.398,3750.351,162775,412977
2016.10.20,3759.797,3759.797,3711.383,3722.01,180941,457955
2016.10.21,3723.782,3750.941,3721.42,3728.505,146700,370717
2016.10.24,3722.01,3728.505,3685.404,3693.08,148665,374307
2016.10.25,3693.67,3710.202,3669.463,3687.176,189069,491591
2016.10.26,3696.032,3727.915,3683.043,3710.202,187290,485930
2016.10.27,3713.744,3753.893,3696.622,3750.351,178181,461455
2016.10.28,3739.723,3788.728,3732.638,3788.137,233471,595481
2016.10.31,3781.114,3781.699,3735.459,3765.31,163104,397214
2016.11.01,3760.042,3841.986,3753.019,3824.427,213366,529987
2016.11.03,3827.353,3834.377,3801.014,3820.915,206325,521150
2016.11.04,3836.718,3850.18,3795.161,3815.062,224629,548741
2016.11.07,3779.358,3792.235,3759.457,3773.505,133624,333650
2016.11.08,3776.431,3789.308,3726.68,3733.118,182659,474853
2016.11.09,3819.744,3825.597,3765.31,3786.967,258692,673088
2016.11.10,3781.114,3997.679,3778.187,3993.582,394705,987884
2016.11.11,3998.85,4131.13,3968.999,3992.997,409061,707763
2016.11.14,4049.772,4087.817,4026.945,4040.407,294277,506202
2016.11.16,3997.679,4051.528,3992.997,4024.018,227132,459637
2016.11.17,4001.776,4032.798,3981.876,4023.433,239962,578177
2016.11.18,4041.577,4044.504,3961.975,3975.437,222704,556334
2016.11.21,3969.584,3973.096,3923.93,3937.392,175439,402901
2016.11.22,3921.003,3949.098,3907.541,3940.318,189983,454281
2016.11.23,3944.416,4011.141,3932.709,3974.267,223663,536155
2016.11.24,3974.267,4000.02,3966.658,3982.461,113657,273484
2016.11.25,4015.238,4066.746,3990.655,3997.679,204890,476642
2016.11.28,3976.022,4000.606,3962.56,3968.413,173501,416187
2016.11.29,3971.925,3997.679,3959.048,3981.876,160139,372492
2016.11.30,3985.939,3992.324,3955.755,3961.56,189807,462469
2016.12.01,3973.169,4073.586,3961.56,4060.817,248779,613745
2016.12.02,4060.817,4089.259,4034.116,4071.265,222395,509892
2016.12.05,4068.943,4074.167,3998.709,4003.352,156693,360656
2016.12.06,4037.018,4056.173,3973.749,3988.261,211001,518100
2016.12.07,3962.721,3998.128,3949.37,3955.755,191944,450537
2016.12.08,3947.049,3992.904,3938.342,3939.503,184909,446016
2016.12.09,3955.175,3983.036,3913.383,3947.629,174810,416005
2016.12.12,3964.462,3978.393,3893.067,3893.067,175683,404884
2016.12.13,3910.48,3927.313,3871.01,3890.745,162544,376003
2016.12.14,3898.291,3933.698,3851.855,3932.537,186634,461021
2016.12.15,3954.595,3973.749,3920.929,3933.698,226895,546327
2016.12.16,3929.055,3976.652,3897.13,3954.014,176175,409411
2016.12.19,3951.692,3964.462,3915.704,3916.285,159260,375038
2016.12.20,3925.572,3931.957,3887.263,3904.096,153353,363724
2016.12.21,3901.774,3904.096,3866.947,3875.073,125897,302785
2016.12.22,3883.199,3895.389,3820.511,3822.833,155474,408029
2016.12.23,3821.091,3829.218,3789.747,3805.419,101405,265034
2016.12.26,3801.356,3820.511,3793.81,3812.385,32268,98797
2016.12.27,3817.028,3822.833,3799.034,3799.615,93089,238534
2016.12.28,3803.098,3828.057,3793.23,3814.126,93743,247302
2016.12.29,3832.12,3832.12,3796.713,3809.482,71277,182332
2017.01.02,3814.126,3850.114,3810.063,3848.372,62895,162313
2017.01.03,3845.47,3852.436,3801.937,3819.35,121320,310109
2017.01.04,3808.902,3810.063,3755.501,3761.305,121339,296335
2017.01.05,3768.271,3776.397,3734.605,3739.248,176046,456178
2017.01.06,3752.599,3770.592,3724.737,3770.592,157059,411430
2017.01.09,3772.334,3778.719,3728.8,3736.346,118352,295638
2017.01.10,3736.346,3739.829,3716.03,3732.283,113499,282532
2017.01.11,3732.863,3771.753,3713.128,3733.444,212949,567387
2017.01.12,3703.841,3724.737,3678.882,3721.835,182548,483927
2017.01.13,3718.352,3761.305,3710.226,3757.242,176361,467539
2017.01.16,3766.529,3787.425,3752.599,3782.782,87628,230290
2017.01.17,3741.57,3755.501,3727.639,3744.472,144441,377372
2017.01.18,3754.92,3765.949,3745.633,3765.368,123229,321808
2017.01.19,3760.725,3765.368,3720.093,3721.835,176394,464105
2017.01.20,3728.22,3731.702,3688.749,3692.812,148027,379938
2017.01.23,3677.14,3705.002,3670.755,3681.203,139537,361582
2017.01.24,3685.267,3693.393,3674.818,3689.33,112679,296728
2017.01.26,3675.399,3713.128,3674.238,3696.295,157523,409657
2017.01.27,3693.973,3698.617,3645.796,3649.859,148330,394109
2017.01.30,3647.537,3661.468,3614.452,3630.704,142915,378129
2017.01.31,3634.163,3665.293,3603.033,3654.917,194721,518933
2017.02.01,3652.034,3671.058,3627.822,3633.587,170494,470044
2017.02.02,3614.563,3631.857,3606.492,3626.092,160422,440488
2017.02.03,3630.704,3641.081,3601.88,3625.516,158953,456948
2017.02.06,3616.869,3626.092,3603.033,3611.104,124152,339349
2017.02.07,3627.245,3635.893,3613.41,3619.175,126819,361183
2017.02.08,3615.716,3626.092,3606.492,3613.41,120686,346476
2017.02.09,3615.716,3628.975,3605.915,3623.787,122547,358346
2017.02.10,3619.175,3620.904,3596.115,3601.304,131249,387797
2017.02.13,3600.727,3614.563,3596.115,3601.304,102062,289380
2017.02.14,3607.645,3618.022,3564.409,3570.173,189086,609961
2017.02.15,3570.75,3578.244,3529.243,3529.243,180116,541519
2017.02.16,3530.396,3570.75,3513.101,3568.444,180175,524086
2017.02.17,3577.668,3589.774,3556.914,3588.044,159765,474320
2017.02.20,3580.55,3587.468,3560.373,3565.562,76079,234630
2017.02.21,3575.362,3587.468,3563.256,3569.597,153845,462072
2017.02.22,3573.056,3573.056,3528.09,3537.314,142849,440936
2017.02.23,3538.467,3551.726,3521.172,3536.737,154962,481542
2017.02.24,3547.028,3596.197,3541.311,3592.195,185230,455445
2017.03.01,3597.341,3600.771,3561.322,3564.18,72748,216172
2017.03.02,3572.756,3640.221,3569.898,3638.506,177258,580615
2017.03.03,3635.647,3643.651,3585.335,3593.911,208267,582964
2017.03.06,3597.341,3617.923,3571.613,3614.493,147210,419466
2017.03.07,3603.63,3606.489,3583.619,3592.767,138639,398193
2017.03.08,3604.202,3661.947,3597.913,3639.649,200166,595320
2017.03.09,3653.371,3681.386,3636.79,3675.668,207195,626897
2017.03.10,3661.947,3665.949,3608.776,3609.919,215333,640696
2017.03.13,3603.058,3633.932,3599.628,3625.356,143388,455995
2017.03.14,3635.075,3657.945,3629.93,3640.793,165260,497168
2017.03.15,3637.362,3651.084,3559.607,3565.896,227619,691279
2017.03.16,3583.048,3586.478,3551.602,3583.619,190082,532500
2017.03.17,3568.183,3589.908,3543.598,3550.459,158122,438043
2017.03.20,3554.461,3575.615,3520.157,3525.303,164148,464936
2017.03.21,3523.587,3549.887,3511.009,3543.026,207900,620341
2017.03.22,3558.463,3565.896,3534.45,3540.739,191653,596979
2017.03.23,3549.887,3605.345,3545.885,3599.628,203093,603009
2017.03.24,3595.054,3609.919,3556.748,3562.465,193011,597182
2017.03.27,3569.326,3595.626,3564.18,3579.617,179504,556051
2017.03.28,3584.763,3600.2,3574.472,3595.626,164838,501138
2017.03.29,3587.05,3591.052,3561.893,3571.613,149177,439512
2017.03.30,3571.613,3607.632,3568.183,3603.058,171638,555032
2017.03.31,3606.469,3635.462,3570.655,3570.655,206108,590628
2017.04.03,3583.73,3585.435,3557.579,3562.696,133687,381032
2017.04.04,3584.298,3587.141,3535.977,3537.682,168053,469816
2017.04.05,3529.155,3571.792,3522.333,3565.538,198295,594312
2017.04.06,3566.675,3600.784,3551.895,3591.12,204590,585472
2017.04.07,3590.552,3608.743,3562.696,3594.531,200921,581150
2017.04.10,3596.236,3597.373,3574.065,3575.771,137220,409286
2017.04.11,3576.339,3601.353,3567.244,3581.456,206569,590013
2017.04.12,3591.689,3603.627,3560.99,3568.949,193735,589199
2017.04.13,3577.476,3592.257,3554.737,3586.572,167755,482716
2017.04.17,3542.799,3550.758,3527.45,3533.135,142696,395081
2017.04.18,3544.504,3559.853,3519.491,3542.23,186779,535510
2017.04.19,3549.052,3594.531,3543.367,3589.983,185020,568380
2017.04.20,3577.476,3611.017,3568.949,3586.004,185362,573555
2017.04.24,3555.874,3569.518,3550.758,3562.127,130359,376658
2017.04.25,3574.634,3607.038,3572.929,3582.024,180399,575748
2017.04.26,3597.942,3649.106,3593.394,3608.175,233422,705220
2017.04.27,3593.962,3626.935,3589.415,3620.681,161825,488617
2017.04.28,3621.809,3653.95,3603.765,3610.531,190437,546686
2017.05.02,3600.945,3630.831,3575.571,3581.21,179409,550297
2017.05.03,3591.359,3598.126,3567.676,3594.743,202564,594605
2017.05.04,3604.329,3628.012,3599.818,3621.245,204724,587029
2017.05.05,3619.553,3628.012,3596.998,3605.456,185757,542145
2017.05.08,3617.862,3637.598,3611.659,3628.576,129769,365563
2017.05.09,3626.32,3629.703,3606.02,3619.553,145641,428090
2017.05.10,3601.509,3601.509,3574.443,3591.359,151392,468827
2017.05.11,3583.465,3591.359,3557.527,3558.654,167220,507804
2017.05.12,3568.804,3569.368,3531.024,3537.227,161300,502457
2017.05.15,3519.183,3524.821,3506.213,3523.13,150304,464024
2017.05.16,3510.724,3517.491,3496.064,3505.649,160496,501699
2017.05.17,3510.161,3554.143,3503.958,3550.196,210906,693259
2017.05.18,3748.118,3854.128,3748.118,3827.626,183496,442900
2017.05.19,3731.766,3783.643,3668.047,3681.017,299165,734323
2017.05.22,3703.572,3753.757,3686.655,3694.55,234502,624998
2017.05.23,3701.88,3715.977,3681.017,3698.497,186318,550429
2017.05.24,3699.061,3714.849,3670.867,3701.88,265661,731915
2017.05.25,3704.7,3723.872,3684.4,3696.805,191405,512348
2017.05.26,3692.294,3697.933,3671.431,3678.761,194387,520993
2017.05.29,3681.58,3697.933,3674.814,3674.814,69909,203434
2017.05.30,3689.475,3691.73,3672.558,3675.942,167348,471240
2017.05.31,3700.752,3701.88,3662.408,3664.664,195678,559970
2017.06.01,3669.739,3695.677,3651.131,3692.294,205129,617030
2017.06.02,3688.347,3699.061,3656.206,3684.4,197903,580734
2017.06.05,3691.166,3743.043,3686.091,3742.48,194575,576979
2017.06.06,3744.171,3745.863,3712.594,3718.797,185612,560949
2017.06.07,3722.18,3726.691,3702.444,3707.519,177898,509295
2017.06.08,3713.722,3728.383,3695.677,3696.805,163023,462118
2017.06.09,3699.061,3737.969,3690.039,3734.585,190376,531937
2017.06.12,3724.999,3768.982,3712.03,3757.704,191406,551242
2017.06.13,3749.81,3775.185,3737.405,3753.757,233922,675282
2017.06.14,3746.427,3751.502,3695.677,3706.955,267018,753615
2017.06.16,3721.616,3731.202,3711.466,3727.255,166814,475181
2017.06.19,3725.563,3749.81,3712.594,3713.722,183101,523357
2017.06.20,3727.255,3780.26,3726.127,3761.652,270763,722646
2017.06.21,3755.449,3772.365,3746.991,3770.11,223188,595584
2017.06.22,3758.832,3784.771,3754.321,3777.44,210052,634267
2017.06.23,3775.749,3778.004,3757.704,3777.44,177758,496630
2017.06.26,3766.726,3766.726,3721.052,3723.308,177790,522957
2017.06.27,3734.021,3764.471,3723.308,3740.788,273294,803553
2017.06.28,3739.66,3740.788,3700.189,3702.444,240689,710606
2017.06.29,3693.986,3740.224,3690.603,3727.819,253617,782911
2017.06.30,3721.094,3740.148,3705.963,3729.5,209975,609129
2017.07.03,3740.148,3746.312,3712.688,3722.215,157187,510274
2017.07.04,3723.335,3732.302,3718.852,3731.181,91865,293184
2017.07.05,3735.664,3753.597,3706.523,3707.084,245925,764100
2017.07.06,3718.852,3742.389,3714.369,3716.05,239243,733050
2017.07.07,3707.084,3725.017,3684.107,3696.996,246528,740511
2017.07.10,3694.755,3694.755,3664.493,3666.174,146272,440643
2017.07.11,3674.58,3680.745,3654.966,3663.932,192616,598866
2017.07.12,3647.12,3647.681,3606.211,3609.013,256723,818219
2017.07.13,3613.496,3624.144,3601.727,3612.375,168216,524313
2017.07.14,3604.529,3610.694,3574.268,3574.828,181342,589258
2017.07.17,3578.19,3582.113,3570.345,3576.509,137728,425262
2017.07.18,3566.982,3569.224,3544.006,3546.247,184911,585137
2017.07.19,3550.17,3554.093,3532.237,3537.281,172393,561281
2017.07.20,3540.083,3544.566,3502.536,3504.777,198973,649487
2017.07.21,3501.415,3531.677,3493.569,3527.754,191169,632556
2017.07.24,3527.193,3537.841,3517.667,3531.677,161296,519376
2017.07.25,3526.633,3559.137,3521.029,3559.137,238052,805019
2017.07.26,3549.049,3563.059,3515.985,3519.348,219680,740535
2017.07.27,3524.391,3542.885,3523.271,3535.6,217052,725335
2017.07.28,3541.764,3542.885,3508.14,3511.502,163865,575618
2017.07.31,3521.533,3525.992,3493.669,3507.044,198591,673154
2017.08.01,3503.143,3510.388,3484.752,3504.815,197401,657504
2017.08.02,3510.945,3517.632,3489.768,3489.768,207214,707792
2017.08.03,3494.226,3504.815,3486.424,3488.653,174096,602603
2017.08.04,3484.752,3510.945,3483.08,3508.716,213549,728880
2017.08.07,3507.044,3510.388,3494.783,3502.028,138256,473518
2017.08.08,3498.127,3512.617,3493.669,3499.242,172126,582219
2017.08.09,3513.731,3535.466,3509.273,3532.122,204557,709507
2017.08.10,3537.695,3557.757,3522.648,3554.414,231972,771998
2017.08.11,3549.955,3619.06,3531.007,3577.263,256406,872771
2017.08.14,3554.414,3587.294,3548.841,3567.789,233780,793281
2017.08.15,3572.804,3586.179,3539.924,3544.94,200891,694915
2017.08.16,3541.039,3553.299,3516.518,3525.434,178074,682250
2017.08.17,3531.565,3557.2,3528.778,3549.398,181565,684052
2017.08.18,3543.268,3548.283,3512.059,3517.075,181760,695069
2017.08.21,3517.632,3544.382,3504.257,3534.351,175980,677594
2017.08.22,3525.434,3563.888,3513.731,3530.45,189048,744280
2017.08.23,3535.466,3539.924,3498.684,3507.044,165788,606902
2017.08.24,3507.044,3515.403,3496.455,3514.289,166045,628713
2017.08.25,3504.257,3528.778,3499.242,3526.549,191374,744125
2017.08.28,3519.304,3533.794,3512.617,3533.237,133954,474252
2017.08.29,3525.992,3542.153,3522.648,3529.335,164546,620934
2017.08.30,3532.122,3539.367,3518.747,3523.763,160915,599606
2017.08.31,3528.755,3532.639,3495.47,3507.12,171917,734492
2017.09.01,3500.463,3504.901,3477.718,3498.244,173445,675283
2017.09.04,3500.463,3502.127,3488.259,3497.689,72121,260842
2017.09.05,3471.616,3481.602,3464.404,3469.952,168665,682652
2017.09.06,3464.404,3471.061,3447.762,3448.872,151318,614217
2017.09.08,3435.003,3448.317,3428.901,3435.003,126739,508300
2017.09.11,3438.886,3456.638,3424.463,3451.645,154248,560346
2017.09.12,3453.864,3487.704,3451.645,3474.39,207764,761545
2017.09.13,3475.499,3493.806,3471.061,3485.485,172543,642621
2017.09.14,3491.587,3501.573,3460.521,3468.288,208299,779887
2017.09.15,3478.828,3482.156,3458.302,3458.857,163847,591335
2017.09.18,3458.857,3489.368,3456.638,3486.594,150796,536989
2017.09.19,3480.492,3489.923,3473.835,3483.821,145593,505875
2017.09.20,3475.499,3488.813,3460.521,3480.492,208646,833953
2017.09.21,3489.368,3496.025,3472.726,3484.93,157545,620867
2017.09.22,3481.602,3484.375,3466.069,3470.507,116035,456432
2017.09.25,3478.828,3510.449,3471.061,3507.675,168628,698266
2017.09.26,3512.113,3524.317,3499.354,3514.887,192180,765761
2017.09.27,3535.967,3549.281,3529.31,3543.179,206929,858606
2017.09.28,3538.741,3551.5,3525.982,3532.639,165149,689357
2017.09.29,3529.876,3539.821,3502.251,3509.434,169869,678385
2017.10.02,3517.721,3527.114,3496.727,3500.041,142369,562433
2017.10.03,3502.804,3512.196,3485.124,3486.782,132814,534266
2017.10.04,3476.837,3482.362,3463.577,3477.942,147572,588788
2017.10.05,3474.627,3498.936,3465.787,3496.727,175172,722210
2017.10.06,3497.279,3523.246,3491.202,3497.832,204802,825096
2017.10.09,3500.594,3535.953,3499.489,3535.401,134905,534305
2017.10.10,3518.274,3530.981,3504.461,3523.799,153326,622601
2017.10.11,3513.854,3521.036,3502.251,3513.301,153292,615027
2017.10.13,3513.854,3522.694,3482.362,3484.019,164052,671149
2017.10.16,3495.622,3514.959,3492.307,3512.196,143133,569432
2017.10.17,3511.644,3525.456,3497.279,3497.832,154247,599571
2017.10.18,3503.909,3522.141,3493.412,3511.091,165237,635521
2017.10.19,3501.699,3518.826,3499.489,3505.566,134417,546645
2017.10.20,3520.484,3538.716,3509.434,3533.191,172483,743358
2017.10.23,3534.296,3584.573,3529.324,3582.363,181137,752193
2017.10.24,3577.943,3613.855,3566.893,3587.335,255646,1024759
2017.10.25,3582.915,3605.015,3570.208,3575.18,253678,1015073
2017.10.26,3570.761,3647.005,3570.208,3638.165,270756,1070921
2017.10.27,3635.402,3650.872,3574.628,3577.39,308825,1253297
2017.10.30,3580.705,3635.402,3575.18,3634.85,204116,737257
2017.10.31,3632.648,3648.608,3607.334,3614.488,240465,847910
2017.11.01,3615.038,3637.601,3597.978,3610.085,241738,886364
2017.11.03,3608.985,3683.278,3590.824,3661.815,335879,1198433
2017.11.06,3648.057,3649.158,3585.871,3586.972,230379,787499
2017.11.07,3606.783,3629.897,3592.475,3611.186,274923,963053
2017.11.08,3605.133,3606.783,3576.516,3592.475,214193,779794
2017.11.09,3585.321,3604.032,3570.462,3588.623,243255,824024
2017.11.10,3590.274,3623.843,3586.422,3616.139,185528,686790
2017.11.13,3624.944,3640.353,3613.387,3616.689,192774,673474
2017.11.14,3612.287,3656.862,3602.381,3653.01,240767,842314
2017.11.16,3644.205,3649.708,3603.482,3610.085,238915,873154
2017.11.17,3610.085,3624.394,3588.623,3590.274,211925,728722
2017.11.21,3585.321,3597.978,3569.912,3590.274,226501,761772
2017.11.22,3581.469,3596.327,3548.45,3550.651,225104,782949
2017.11.23,3555.054,3572.113,3546.249,3549.0,128589,425535
2017.11.24,3557.805,3563.859,3547.899,3560.557,127025,452730
2017.11.27,3547.899,3559.456,3539.094,3553.953,177953,578336
2017.11.28,3559.456,3560.006,3524.786,3537.443,211902,768194
2017.11.29,3538.544,3574.315,3524.236,3573.764,242690,851853
2017.11.30,3574.314,3625.988,3569.367,3608.397,264795,906377
2017.12.01,3614.444,3622.69,3582.01,3591.905,242126,849198
2017.12.04,3590.806,3596.303,3573.764,3575.414,158138,538295
2017.12.05,3577.612,3578.712,3549.576,3572.665,202297,734925
2017.12.06,3577.063,3580.911,3554.524,3566.068,191337,695345
2017.12.07,3578.712,3657.323,3578.712,3627.637,279279,1053096
2017.12.08,3611.695,3647.977,3598.502,3627.088,238526,779276
2017.12.11,3622.14,3643.03,3605.648,3640.831,179736,586441
2017.12.12,3633.684,3672.715,3632.585,3641.381,231738,805577
2017.12.13,3627.637,3668.867,3620.491,3645.778,289208,921617
2017.12.14,3657.323,3684.809,3644.679,3679.312,252350,870611
2017.12.15,3672.165,3674.364,3625.988,3625.988,211762,729166
2017.12.18,3629.836,3633.135,3608.397,3622.69,193957,626957
2017.12.19,3628.737,3640.281,3612.245,3619.941,185963,655261
2017.12.20,3618.292,3630.386,3610.596,3628.187,165566,553768
2017.12.21,3624.889,3649.077,3621.041,3639.731,193453,687578
2017.12.22,3635.334,3672.715,3633.135,3669.417,164505,559017
2017.12.26,3661.171,3664.469,3634.784,3639.182,113419,374522
2017.12.27,3631.486,3652.375,3621.591,3645.229,151772,503934
2017.12.28,3633.193,3650.7,3619.516,3642.493,110568,337621
2018.01.02,3617.327,3617.327,3576.296,3578.484,160351,571300
2018.01.03,3570.278,3586.143,3549.489,3553.318,215426,726808
2018.01.04,3550.036,3560.43,3536.906,3551.677,189632,656971
2018.01.05,3550.583,3566.448,3541.282,3544.565,185811,643249
2018.01.08,3547.3,3561.525,3539.641,3557.148,175565,598470
2018.01.09,3561.525,3573.013,3544.565,3566.448,223033,761238
2018.01.10,3570.825,3573.013,3540.735,3542.924,239035,822685
2018.01.11,3546.753,3551.13,3523.229,3526.511,201471,702800
2018.01.12,3532.529,3541.282,3508.457,3516.117,246590,839971
2018.01.15,3506.816,3530.341,3500.251,3527.058,153984,543552
2018.01.16,3525.417,3549.489,3522.135,3534.717,238655,846385
2018.01.17,3541.282,3550.583,3521.587,3534.717,206612,725424
2018.01.18,3530.888,3535.265,3510.099,3515.022,224978,798273
2018.01.19,3515.569,3522.682,3500.798,3502.439,169755,627052
2018.01.22,3499.157,3518.852,3488.762,3509.004,193402,700526
2018.01.23,3517.211,3554.413,3515.022,3546.753,246735,886656
2018.01.24,3534.717,3539.641,3434.054,3446.637,292961,1125402
2018.01.26,3430.224,3455.937,3417.094,3452.108,285034,1106164
2018.01.29,3459.767,3472.35,3452.655,3454.843,225141,793991
2018.01.30,3454.843,3497.516,3446.09,3481.65,257002,961415
2018.01.31,3465.292,3495.282,3441.299,3485.467,275807,1024345
2018.02.01,3493.101,3496.918,3458.748,3465.292,269031,978711
2018.02.02,3488.194,3525.818,3482.196,3523.092,279038,982405
2018.02.05,3516.549,3580.347,3514.913,3568.351,275761,965585
2018.02.06,3562.898,3584.709,3535.088,3536.724,390639,1362386
2018.02.07,3554.173,3590.162,3539.996,3577.075,313154,970110
2018.02.08,3581.983,3610.338,3559.626,3591.798,374477,1311694
2018.02.09,3582.528,3627.242,3571.622,3599.432,364604,1177135
2018.02.14,3594.524,3602.704,3514.367,3516.549,177553,663689
2018.02.15,3502.916,3539.996,3494.737,3531.271,258708,886196
2018.02.16,3538.36,3547.085,3497.464,3528.0,281422,1000756
2018.02.19,3523.637,3536.179,3518.73,3535.634,136905,432841
2018.02.20,3545.449,3560.717,3536.724,3555.264,240413,839325
2018.02.21,3555.264,3572.168,3539.451,3572.168,232958,804076
2018.02.22,3563.443,3572.713,3538.36,3545.449,233925,846041
2018.02.23,3541.086,3547.085,3526.909,3535.088,172760,608272
2018.02.26,3530.726,3536.724,3514.913,3516.003,155423,549970
2018.02.27,3519.82,3551.447,3514.913,3547.63,203285,740307
2018.02.28,3542.192,3548.717,3530.773,3542.736,166721,583980
2018.03.01,3550.892,3569.925,3534.035,3548.174,289719,1051723
2018.03.02,3556.874,3563.943,3543.823,3548.174,204568,699242
2018.03.05,3554.155,3558.505,3534.035,3535.667,143326,487523
2018.03.06,3522.072,3523.16,3495.427,3499.233,208874,729111
